,Datum,Temperatur,Windgeschwindigkeit,bewoelkung_time,wettercode_knn,temp_category,wettercode_agg,Umsatz,KielerWoche,Warengruppe,Wochentag,is_holiday,id
2434,2014-08-11,20.075,13,4,21,medium,2,333.672393288692,0.0,3.0,0.0,0.0,1408113.0
2435,2014-08-11,20.075,13,4,21,medium,2,91.1963472550968,0.0,4.0,0.0,0.0,1408114.0
2436,2014-08-11,20.075,13,4,21,medium,2,330.315799401244,0.0,5.0,0.0,0.0,1408115.0
2437,2014-08-12,16.9125,12,5,95,medium,4,155.633056469153,0.0,1.0,1.0,0.0,1408121.0
2438,2014-08-12,16.9125,12,5,95,medium,4,664.240810149929,0.0,2.0,1.0,0.0,1408122.0
2439,2014-08-12,16.9125,12,5,95,medium,4,358.729401264242,0.0,3.0,1.0,0.0,1408123.0
2440,2014-08-12,16.9125,12,5,95,medium,4,63.2167591821066,0.0,4.0,1.0,0.0,1408124.0
2441,2014-08-12,16.9125,12,5,95,medium,4,334.42905626527,0.0,5.0,1.0,0.0,1408125.0
2442,2014-08-13,20.9375,10,2,24,medium,2,129.960879412869,0.0,1.0,2.0,0.0,1408131.0
2443,2014-08-13,20.9375,10,2,24,medium,2,677.282564266312,0.0,2.0,2.0,0.0,1408132.0
2444,2014-08-13,20.9375,10,2,24,medium,2,333.616342702918,0.0,3.0,2.0,0.0,1408133.0
2445,2014-08-13,20.9375,10,2,24,medium,2,76.235138727592,0.0,4.0,2.0,0.0,1408134.0
2446,2014-08-13,20.9375,10,2,24,medium,2,410.801127074541,0.0,5.0,2.0,0.0,1408135.0
2447,2014-08-14,18.05,10,7,65,medium,4,162.312059256018,0.0,1.0,3.0,0.0,1408141.0
2448,2014-08-14,18.05,10,7,65,medium,4,678.815717852276,0.0,2.0,3.0,0.0,1408142.0
2449,2014-08-14,18.05,10,7,65,medium,4,339.910400493007,0.0,3.0,3.0,0.0,1408143.0
2450,2014-08-14,18.05,10,7,65,medium,4,57.2280256624507,0.0,4.0,3.0,0.0,1408144.0
2451,2014-08-14,18.05,10,7,65,medium,4,355.666119942456,0.0,5.0,3.0,0.0,1408145.0
2452,2014-08-15,18.3625,8,6,61,low,3,232.668688554884,0.0,1.0,4.0,0.0,1408151.0
2453,2014-08-15,18.3625,8,6,61,low,3,693.284904927365,0.0,2.0,4.0,0.0,1408152.0
2454,2014-08-15,18.3625,8,6,61,low,3,335.82007347829,0.0,3.0,4.0,0.0,1408153.0
2455,2014-08-15,18.3625,8,6,61,low,3,87.458687582647,0.0,4.0,4.0,0.0,1408154.0
2456,2014-08-15,18.3625,8,6,61,low,3,387.526085659007,0.0,5.0,4.0,0.0,1408155.0
2457,2014-08-16,17.2,15,6,61,low,3,229.321098599377,0.0,1.0,5.0,0.0,1408161.0
2458,2014-08-16,17.2,15,6,61,low,3,799.707903247338,0.0,2.0,5.0,0.0,1408162.0
2459,2014-08-16,17.2,15,6,61,low,3,398.439701504847,0.0,3.0,5.0,0.0,1408163.0
2460,2014-08-16,17.2,15,6,61,low,3,72.4171950384352,0.0,4.0,5.0,0.0,1408164.0
2461,2014-08-16,17.2,15,6,61,low,3,434.075054526158,0.0,5.0,5.0,0.0,1408165.0
2463,2014-08-18,15.2,15,6,61,low,3,204.943578961263,0.0,1.0,0.0,0.0,1408181.0
2464,2014-08-18,15.2,15,6,61,low,3,764.810921387808,0.0,2.0,0.0,0.0,1408182.0
2465,2014-08-18,15.2,15,6,61,low,3,452.006265844125,0.0,3.0,0.0,0.0,1408183.0
2466,2014-08-18,15.2,15,6,61,low,3,142.146441343042,0.0,4.0,0.0,0.0,1408184.0
2467,2014-08-18,15.2,15,6,61,low,3,556.679926797148,0.0,5.0,0.0,0.0,1408185.0
2468,2014-08-19,14.0875,12,6,61,low,3,157.516513226105,0.0,1.0,1.0,0.0,1408191.0
2469,2014-08-19,14.0875,12,6,61,low,3,628.966445772187,0.0,2.0,1.0,0.0,1408192.0
2470,2014-08-19,14.0875,12,6,61,low,3,292.31803993042,0.0,3.0,1.0,0.0,1408193.0
2471,2014-08-19,14.0875,12,6,61,low,3,57.8173464999656,0.0,4.0,1.0,0.0,1408194.0
2472,2014-08-19,14.0875,12,6,61,low,3,346.554678770709,0.0,5.0,1.0,0.0,1408195.0
2473,2014-08-20,15.675,17,5,21,low,2,175.194857952978,0.0,1.0,2.0,0.0,1408201.0
2474,2014-08-20,15.675,17,5,21,low,2,643.938175647555,0.0,2.0,2.0,0.0,1408202.0
2475,2014-08-20,15.675,17,5,21,low,2,266.702414649788,0.0,3.0,2.0,0.0,1408203.0
2476,2014-08-20,15.675,17,5,21,low,2,79.2795151180945,0.0,4.0,2.0,0.0,1408204.0
2477,2014-08-20,15.675,17,5,21,low,2,357.682821176506,0.0,5.0,2.0,0.0,1408205.0
2478,2014-08-21,16.2625,11,5,21,low,2,177.59614021373,0.0,1.0,3.0,0.0,1408211.0
2479,2014-08-21,16.2625,11,5,21,low,2,619.405496973352,0.0,2.0,3.0,0.0,1408212.0
2480,2014-08-21,16.2625,11,5,21,low,2,328.98244802647,0.0,3.0,3.0,0.0,1408213.0
2481,2014-08-21,16.2625,11,5,21,low,2,129.380176748505,0.0,4.0,3.0,0.0,1408214.0
2482,2014-08-21,16.2625,11,5,21,low,2,344.591031316145,0.0,5.0,3.0,0.0,1408215.0
2483,2014-08-22,16.325,12,7,61,low,3,196.422158119718,0.0,1.0,4.0,0.0,1408221.0
2484,2014-08-22,16.325,12,7,61,low,3,648.097075152002,0.0,2.0,4.0,0.0,1408222.0
2485,2014-08-22,16.325,12,7,61,low,3,327.903442796523,0.0,3.0,4.0,0.0,1408223.0
2486,2014-08-22,16.325,12,7,61,low,3,141.593761741229,0.0,4.0,4.0,0.0,1408224.0
2487,2014-08-22,16.325,12,7,61,low,3,379.972535118436,0.0,5.0,4.0,0.0,1408225.0
2488,2014-08-23,15.9875,11,4,21,low,2,226.633053661476,0.0,1.0,5.0,0.0,1408231.0
2489,2014-08-23,15.9875,11,4,21,low,2,811.164148879375,0.0,2.0,5.0,0.0,1408232.0
2490,2014-08-23,15.9875,11,4,21,low,2,436.061018707048,0.0,3.0,5.0,0.0,1408233.0
2491,2014-08-23,15.9875,11,4,21,low,2,83.6088309577645,0.0,4.0,5.0,0.0,1408234.0
2492,2014-08-23,15.9875,11,4,21,low,2,417.463006841929,0.0,5.0,5.0,0.0,1408235.0
2493,2014-08-24,16.3125,20,3,21,medium,2,151.925968486667,0.0,1.0,6.0,0.0,1408241.0
2494,2014-08-24,16.3125,20,3,21,medium,2,861.503164156281,0.0,2.0,6.0,0.0,1408242.0
2495,2014-08-24,16.3125,20,3,21,medium,2,363.974117037647,0.0,3.0,6.0,0.0,1408243.0
2496,2014-08-24,16.3125,20,3,21,medium,2,153.573168857594,0.0,4.0,6.0,0.0,1408244.0
2497,2014-08-24,16.3125,20,3,21,medium,2,458.285490286472,0.0,5.0,6.0,0.0,1408245.0
2498,2014-08-25,14.7875,13,5,65,medium,4,202.245341655226,0.0,1.0,0.0,0.0,1408251.0
2499,2014-08-25,14.7875,13,5,65,medium,4,453.730646773893,0.0,2.0,0.0,0.0,1408252.0
2500,2014-08-25,14.7875,13,5,65,medium,4,253.32067905636,0.0,3.0,0.0,0.0,1408253.0
2501,2014-08-25,14.7875,13,5,65,medium,4,86.6579211950299,0.0,4.0,0.0,0.0,1408254.0
2502,2014-08-25,14.7875,13,5,65,medium,4,261.569599386496,0.0,5.0,0.0,0.0,1408255.0
2503,2014-08-26,17.325,7,3,14,medium,2,143.842260185182,0.0,1.0,1.0,0.0,1408261.0
2504,2014-08-26,17.325,7,3,14,medium,2,468.647046949547,0.0,2.0,1.0,0.0,1408262.0
2505,2014-08-26,17.325,7,3,14,medium,2,212.353122239622,0.0,3.0,1.0,0.0,1408263.0
2506,2014-08-26,17.325,7,3,14,medium,2,64.7300809868511,0.0,4.0,1.0,0.0,1408264.0
2507,2014-08-26,17.325,7,3,14,medium,2,297.826898355689,0.0,5.0,1.0,0.0,1408265.0
2508,2014-08-27,19.875,9,1,3,medium,1,141.124540763453,0.0,1.0,2.0,0.0,1408271.0
2509,2014-08-27,19.875,9,1,3,medium,1,552.631235154782,0.0,2.0,2.0,0.0,1408272.0
2510,2014-08-27,19.875,9,1,3,medium,1,203.47656887381,0.0,3.0,2.0,0.0,1408273.0
2511,2014-08-27,19.875,9,1,3,medium,1,91.7596012818803,0.0,4.0,2.0,0.0,1408274.0
2512,2014-08-27,19.875,9,1,3,medium,1,357.732101208972,0.0,5.0,2.0,0.0,1408275.0
2513,2014-08-28,19.75,9,0,0,medium,1,147.59794847913,0.0,1.0,3.0,0.0,1408281.0
2514,2014-08-28,19.75,9,0,0,medium,1,531.716288092032,0.0,2.0,3.0,0.0,1408282.0
2515,2014-08-28,19.75,9,0,0,medium,1,251.865349600569,0.0,3.0,3.0,0.0,1408283.0
2516,2014-08-28,19.75,9,0,0,medium,1,62.5912389709587,0.0,4.0,3.0,0.0,1408284.0
2517,2014-08-28,19.75,9,0,0,medium,1,279.80996962599,0.0,5.0,3.0,0.0,1408285.0
2518,2014-08-29,19.125,12,5,63,medium,3,119.001507763099,0.0,1.0,4.0,0.0,1408291.0
2519,2014-08-29,19.125,12,5,63,medium,3,523.697281303577,0.0,2.0,4.0,0.0,1408292.0
2520,2014-08-29,19.125,12,5,63,medium,3,256.780128275747,0.0,3.0,4.0,0.0,1408293.0
2521,2014-08-29,19.125,12,5,63,medium,3,82.0627400312176,0.0,4.0,4.0,0.0,1408294.0
2522,2014-08-29,19.125,12,5,63,medium,3,287.276593971779,0.0,5.0,4.0,0.0,1408295.0
2523,2014-08-30,17.75,9,7,61,medium,3,162.81504486744,0.0,1.0,5.0,0.0,1408301.0
2524,2014-08-30,17.75,9,7,61,medium,3,663.358329683797,0.0,2.0,5.0,0.0,1408302.0
2525,2014-08-30,17.75,9,7,61,medium,3,295.555330754378,0.0,3.0,5.0,0.0,1408303.0
2526,2014-08-30,17.75,9,7,61,medium,3,73.6875276947211,0.0,4.0,5.0,0.0,1408304.0
2527,2014-08-30,17.75,9,7,61,medium,3,308.207385097927,0.0,5.0,5.0,0.0,1408305.0
2528,2014-08-31,16.375,8,7,21,medium,2,136.994199378168,0.0,1.0,6.0,0.0,1408311.0
2529,2014-08-31,16.375,8,7,21,medium,2,636.485647070072,0.0,2.0,6.0,0.0,1408312.0
2530,2014-08-31,16.375,8,7,21,medium,2,253.800184477715,0.0,3.0,6.0,0.0,1408313.0
2531,2014-08-31,16.375,8,7,21,medium,2,173.204821790261,0.0,4.0,6.0,0.0,1408314.0
2532,2014-08-31,16.375,8,7,21,medium,2,399.571169014924,0.0,5.0,6.0,0.0,1408315.0
2533,2014-09-01,17.875,12,7,61,medium,3,192.583927536972,0.0,1.0,0.0,0.0,1409011.0
2534,2014-09-01,17.875,12,7,61,medium,3,482.354587353566,0.0,2.0,0.0,0.0,1409012.0
2535,2014-09-01,17.875,12,7,61,medium,3,226.543273328489,0.0,3.0,0.0,0.0,1409013.0
2536,2014-09-01,17.875,12,7,61,medium,3,295.524396420605,0.0,5.0,0.0,0.0,1409015.0
2537,2014-09-02,18.375,13,2,17,medium,2,93.4032112729648,0.0,1.0,1.0,0.0,1409021.0
2538,2014-09-02,18.375,13,2,17,medium,2,458.402237519055,0.0,2.0,1.0,0.0,1409022.0
2539,2014-09-02,18.375,13,2,17,medium,2,240.285480333537,0.0,3.0,1.0,0.0,1409023.0
2540,2014-09-02,18.375,13,2,17,medium,2,57.3142573687701,0.0,4.0,1.0,0.0,1409024.0
2541,2014-09-02,18.375,13,2,17,medium,2,288.614038229533,0.0,5.0,1.0,0.0,1409025.0
2542,2014-09-03,18.75,13,2,17,medium,2,128.100882145258,0.0,1.0,2.0,0.0,1409031.0
2543,2014-09-03,18.75,13,2,17,medium,2,472.100194205842,0.0,2.0,2.0,0.0,1409032.0
2544,2014-09-03,18.75,13,2,17,medium,2,234.738745605959,0.0,3.0,2.0,0.0,1409033.0
2545,2014-09-03,18.75,13,2,17,medium,2,87.8687082235248,0.0,4.0,2.0,0.0,1409034.0
2546,2014-09-03,18.75,13,2,17,medium,2,318.657254851078,0.0,5.0,2.0,0.0,1409035.0
2547,2014-09-04,20.0,15,0,4,medium,2,118.732274802375,0.0,1.0,3.0,0.0,1409041.0
2548,2014-09-04,20.0,15,0,4,medium,2,450.131647250312,0.0,2.0,3.0,0.0,1409042.0
2549,2014-09-04,20.0,15,0,4,medium,2,223.143360976669,0.0,3.0,3.0,0.0,1409043.0
2550,2014-09-04,20.0,15,0,4,medium,2,72.2598802255058,0.0,4.0,3.0,0.0,1409044.0
2551,2014-09-04,20.0,15,0,4,medium,2,375.152423879348,0.0,5.0,3.0,0.0,1409045.0
2552,2014-09-05,21.375,10,2,5,medium,2,168.798990410438,0.0,1.0,4.0,0.0,1409051.0
2553,2014-09-05,21.375,10,2,5,medium,2,486.120366811752,0.0,2.0,4.0,0.0,1409052.0
2554,2014-09-05,21.375,10,2,5,medium,2,207.795889822214,0.0,3.0,4.0,0.0,1409053.0
2555,2014-09-05,21.375,10,2,5,medium,2,100.039080697173,0.0,4.0,4.0,0.0,1409054.0
2556,2014-09-05,21.375,10,2,5,medium,2,414.188447957927,0.0,5.0,4.0,0.0,1409055.0
2557,2014-09-06,24.0,5,2,8,high,2,165.47761720592,0.0,1.0,5.0,0.0,1409061.0
2558,2014-09-06,24.0,5,2,8,high,2,631.796059601553,0.0,2.0,5.0,0.0,1409062.0
2559,2014-09-06,24.0,5,2,8,high,2,250.55328368274,0.0,3.0,5.0,0.0,1409063.0
2560,2014-09-06,24.0,5,2,8,high,2,81.5506858317984,0.0,4.0,5.0,0.0,1409064.0
2561,2014-09-06,24.0,5,2,8,high,2,379.478163301917,0.0,5.0,5.0,0.0,1409065.0
2562,2014-09-07,20.0,6,5,21,medium,2,48.9648440975496,0.0,1.0,6.0,0.0,1409071.0
2563,2014-09-07,20.0,6,5,21,medium,2,611.729474874284,0.0,2.0,6.0,0.0,1409072.0
2564,2014-09-07,20.0,6,5,21,medium,2,268.503120177705,0.0,3.0,6.0,0.0,1409073.0
2565,2014-09-07,20.0,6,5,21,medium,2,121.70644713533,0.0,4.0,6.0,0.0,1409074.0
2566,2014-09-07,20.0,6,5,21,medium,2,305.32143010071,0.0,5.0,6.0,0.0,1409075.0
2567,2014-09-08,17.375,12,4,21,medium,2,177.361261107402,0.0,1.0,0.0,0.0,1409081.0
2568,2014-09-08,17.375,12,4,21,medium,2,362.94350360382,0.0,2.0,0.0,0.0,1409082.0
2569,2014-09-08,17.375,12,4,21,medium,2,181.481306520206,0.0,3.0,0.0,0.0,1409083.0
2570,2014-09-08,17.375,12,4,21,medium,2,76.831488372097,0.0,4.0,0.0,0.0,1409084.0
2571,2014-09-08,17.375,12,4,21,medium,2,235.073802916373,0.0,5.0,0.0,0.0,1409085.0
2572,2014-09-09,17.125,16,6,63,medium,3,128.017374563252,0.0,1.0,1.0,0.0,1409091.0
2573,2014-09-09,17.125,16,6,63,medium,3,417.309647321288,0.0,2.0,1.0,0.0,1409092.0
2574,2014-09-09,17.125,16,6,63,medium,3,194.812556589498,0.0,3.0,1.0,0.0,1409093.0
2575,2014-09-09,17.125,16,6,63,medium,3,44.9555309113161,0.0,4.0,1.0,0.0,1409094.0
2576,2014-09-09,17.125,16,6,63,medium,3,293.590296834253,0.0,5.0,1.0,0.0,1409095.0
2577,2014-09-10,18.625,12,2,6,medium,2,173.546299647139,0.0,1.0,2.0,0.0,1409101.0
2578,2014-09-10,18.625,12,2,6,medium,2,400.83119972293,0.0,2.0,2.0,0.0,1409102.0
2579,2014-09-10,18.625,12,2,6,medium,2,166.415961416606,0.0,3.0,2.0,0.0,1409103.0
2580,2014-09-10,18.625,12,2,6,medium,2,300.968840698784,0.0,5.0,2.0,0.0,1409105.0
2581,2014-09-11,17.375,13,4,30,medium,2,165.169051552497,0.0,1.0,3.0,0.0,1409111.0
2582,2014-09-11,17.375,13,4,30,medium,2,438.949019339398,0.0,2.0,3.0,0.0,1409112.0
2583,2014-09-11,17.375,13,4,30,medium,2,160.69566581164,0.0,3.0,3.0,0.0,1409113.0
2584,2014-09-11,17.375,13,4,30,medium,2,85.1686827007037,0.0,4.0,3.0,0.0,1409114.0
2585,2014-09-11,17.375,13,4,30,medium,2,279.576229303086,0.0,5.0,3.0,0.0,1409115.0
2586,2014-09-12,18.25,11,1,6,medium,2,130.3659563908,0.0,1.0,4.0,0.0,1409121.0
2587,2014-09-12,18.25,11,1,6,medium,2,394.097063724273,0.0,2.0,4.0,0.0,1409122.0
2588,2014-09-12,18.25,11,1,6,medium,2,163.496291050293,0.0,3.0,4.0,0.0,1409123.0
2589,2014-09-12,18.25,11,1,6,medium,2,86.8549239870084,0.0,4.0,4.0,0.0,1409124.0
2590,2014-09-12,18.25,11,1,6,medium,2,308.339123895824,0.0,5.0,4.0,0.0,1409125.0
2591,2014-09-13,17.0,12,7,43,medium,2,152.497010928097,0.0,1.0,5.0,0.0,1409131.0
2592,2014-09-13,17.0,12,7,43,medium,2,579.441847231862,0.0,2.0,5.0,0.0,1409132.0
2593,2014-09-13,17.0,12,7,43,medium,2,202.680233069363,0.0,3.0,5.0,0.0,1409133.0
2594,2014-09-13,17.0,12,7,43,medium,2,95.0356469783593,0.0,4.0,5.0,0.0,1409134.0
2595,2014-09-13,17.0,12,7,43,medium,2,368.08036123658,0.0,5.0,5.0,0.0,1409135.0
2596,2014-09-14,17.625,14,7,61,medium,3,60.5960658536456,0.0,1.0,6.0,0.0,1409141.0
2597,2014-09-14,17.625,14,7,61,medium,3,567.700325745729,0.0,2.0,6.0,0.0,1409142.0
2598,2014-09-14,17.625,14,7,61,medium,3,225.776419048427,0.0,3.0,6.0,0.0,1409143.0
2599,2014-09-14,17.625,14,7,61,medium,3,61.6496610362342,0.0,4.0,6.0,0.0,1409144.0
2600,2014-09-14,17.625,14,7,61,medium,3,308.18471248164,0.0,5.0,6.0,0.0,1409145.0
2601,2014-09-15,19.75,13,2,9,medium,2,154.556691403417,0.0,1.0,0.0,0.0,1409151.0
2602,2014-09-15,19.75,13,2,9,medium,2,329.771125793257,0.0,2.0,0.0,0.0,1409152.0
2603,2014-09-15,19.75,13,2,9,medium,2,168.5821507078,0.0,3.0,0.0,0.0,1409153.0
2604,2014-09-15,19.75,13,2,9,medium,2,65.4469957924061,0.0,4.0,0.0,0.0,1409154.0
2605,2014-09-15,19.75,13,2,9,medium,2,246.361952258277,0.0,5.0,0.0,0.0,1409155.0
2606,2014-09-16,20.125,13,0,2,medium,1,106.657464651771,0.0,1.0,1.0,0.0,1409161.0
2607,2014-09-16,20.125,13,0,2,medium,1,398.175977428321,0.0,2.0,1.0,0.0,1409162.0
2608,2014-09-16,20.125,13,0,2,medium,1,158.588637787684,0.0,3.0,1.0,0.0,1409163.0
2609,2014-09-16,20.125,13,0,2,medium,1,89.2613596631694,0.0,4.0,1.0,0.0,1409164.0
2610,2014-09-16,20.125,13,0,2,medium,1,260.556443386613,0.0,5.0,1.0,0.0,1409165.0
2611,2014-09-17,19.875,18,1,3,high,1,140.230426469916,0.0,1.0,2.0,0.0,1409171.0
2612,2014-09-17,19.875,18,1,3,high,1,397.847841818431,0.0,2.0,2.0,0.0,1409172.0
2613,2014-09-17,19.875,18,1,3,high,1,141.710275930971,0.0,3.0,2.0,0.0,1409173.0
2614,2014-09-17,19.875,18,1,3,high,1,42.4632525722224,0.0,4.0,2.0,0.0,1409174.0
2615,2014-09-17,19.875,18,1,3,high,1,328.670868886296,0.0,5.0,2.0,0.0,1409175.0
2616,2014-09-18,20.5,13,0,2,high,1,168.767383241785,0.0,1.0,3.0,0.0,1409181.0
2617,2014-09-18,20.5,13,0,2,high,1,397.178925069403,0.0,2.0,3.0,0.0,1409182.0
2618,2014-09-18,20.5,13,0,2,high,1,153.185621725663,0.0,3.0,3.0,0.0,1409183.0
2619,2014-09-18,20.5,13,0,2,high,1,66.1599462279164,0.0,4.0,3.0,0.0,1409184.0
2620,2014-09-18,20.5,13,0,2,high,1,310.703033895321,0.0,5.0,3.0,0.0,1409185.0
2621,2014-09-19,20.75,9,0,5,high,2,140.144453118865,0.0,1.0,4.0,0.0,1409191.0
2622,2014-09-19,20.75,9,0,5,high,2,402.244894589535,0.0,2.0,4.0,0.0,1409192.0
2623,2014-09-19,20.75,9,0,5,high,2,181.192284839408,0.0,3.0,4.0,0.0,1409193.0
2624,2014-09-19,20.75,9,0,5,high,2,67.7692374014595,0.0,4.0,4.0,0.0,1409194.0
2625,2014-09-19,20.75,9,0,5,high,2,332.883133774602,0.0,5.0,4.0,0.0,1409195.0
2626,2014-09-20,19.375,7,3,10,high,2,197.959086294477,0.0,1.0,5.0,0.0,1409201.0
2627,2014-09-20,19.375,7,3,10,high,2,569.825965185954,0.0,2.0,5.0,0.0,1409202.0
2628,2014-09-20,19.375,7,3,10,high,2,238.229987099986,0.0,3.0,5.0,0.0,1409203.0
2629,2014-09-20,19.375,7,3,10,high,2,92.9711766878255,0.0,4.0,5.0,0.0,1409204.0
2630,2014-09-20,19.375,7,3,10,high,2,373.742122406735,0.0,5.0,5.0,0.0,1409205.0
2631,2014-09-21,17.0,15,4,21,medium,2,80.5859142164798,0.0,1.0,6.0,0.0,1409211.0
2632,2014-09-21,17.0,15,4,21,medium,2,602.711358590014,0.0,2.0,6.0,0.0,1409212.0
2633,2014-09-21,17.0,15,4,21,medium,2,252.012812670797,0.0,3.0,6.0,0.0,1409213.0
2634,2014-09-21,17.0,15,4,21,medium,2,137.727348019177,0.0,4.0,6.0,0.0,1409214.0
2635,2014-09-21,17.0,15,4,21,medium,2,402.989935831425,0.0,5.0,6.0,0.0,1409215.0
2636,2014-09-22,13.0,17,6,21,medium,2,134.865103794751,0.0,1.0,0.0,0.0,1409221.0
2637,2014-09-22,13.0,17,6,21,medium,2,381.105485691034,0.0,2.0,0.0,0.0,1409222.0
2638,2014-09-22,13.0,17,6,21,medium,2,154.947972943461,0.0,3.0,0.0,0.0,1409223.0
2639,2014-09-22,13.0,17,6,21,medium,2,270.105696755365,0.0,5.0,0.0,0.0,1409225.0
2640,2014-09-23,14.75,6,4,25,medium,2,140.774695330895,0.0,1.0,1.0,0.0,1409231.0
2641,2014-09-23,14.75,6,4,25,medium,2,395.311723669985,0.0,2.0,1.0,0.0,1409232.0
2642,2014-09-23,14.75,6,4,25,medium,2,159.108501716463,0.0,3.0,1.0,0.0,1409233.0
2643,2014-09-23,14.75,6,4,25,medium,2,59.5734018328688,0.0,4.0,1.0,0.0,1409234.0
2644,2014-09-23,14.75,6,4,25,medium,2,276.659712997343,0.0,5.0,1.0,0.0,1409235.0
2645,2014-09-24,15.375,10,7,63,medium,3,108.711123767423,0.0,1.0,2.0,0.0,1409241.0
2646,2014-09-24,15.375,10,7,63,medium,3,366.573708065858,0.0,2.0,2.0,0.0,1409242.0
2647,2014-09-24,15.375,10,7,63,medium,3,152.306301086813,0.0,3.0,2.0,0.0,1409243.0
2648,2014-09-24,15.375,10,7,63,medium,3,61.6804845934115,0.0,4.0,2.0,0.0,1409244.0
2649,2014-09-24,15.375,10,7,63,medium,3,271.173455994606,0.0,5.0,2.0,0.0,1409245.0
2650,2014-09-25,14.5,17,7,61,medium,3,108.067086651751,0.0,1.0,3.0,0.0,1409251.0
2651,2014-09-25,14.5,17,7,61,medium,3,354.840744536323,0.0,2.0,3.0,0.0,1409252.0
2652,2014-09-25,14.5,17,7,61,medium,3,143.336816393684,0.0,3.0,3.0,0.0,1409253.0
2653,2014-09-25,14.5,17,7,61,medium,3,43.0705910015315,0.0,4.0,3.0,0.0,1409254.0
2654,2014-09-25,14.5,17,7,61,medium,3,298.012563106301,0.0,5.0,3.0,0.0,1409255.0
2655,2014-09-26,16.75,13,7,61,medium,3,117.377429960871,0.0,1.0,4.0,0.0,1409261.0
2656,2014-09-26,16.75,13,7,61,medium,3,379.344936641425,0.0,2.0,4.0,0.0,1409262.0
2657,2014-09-26,16.75,13,7,61,medium,3,144.769725122993,0.0,3.0,4.0,0.0,1409263.0
2658,2014-09-26,16.75,13,7,61,medium,3,64.1347190059562,0.0,4.0,4.0,0.0,1409264.0
2659,2014-09-26,16.75,13,7,61,medium,3,350.315063045348,0.0,5.0,4.0,0.0,1409265.0
2660,2014-09-27,16.375,14,2,19,medium,2,139.171163845637,0.0,1.0,5.0,0.0,1409271.0
2661,2014-09-27,16.375,14,2,19,medium,2,474.89364807078,0.0,2.0,5.0,0.0,1409272.0
2662,2014-09-27,16.375,14,2,19,medium,2,210.20969581799,0.0,3.0,5.0,0.0,1409273.0
2663,2014-09-27,16.375,14,2,19,medium,2,78.5482535287746,0.0,4.0,5.0,0.0,1409274.0
2664,2014-09-27,16.375,14,2,19,medium,2,291.624712216349,0.0,5.0,5.0,0.0,1409275.0
2665,2014-09-28,18.5,7,4,2,high,1,60.4829614839036,0.0,1.0,6.0,0.0,1409281.0
2666,2014-09-28,18.5,7,4,2,high,1,531.938294754594,0.0,2.0,6.0,0.0,1409282.0
2667,2014-09-28,18.5,7,4,2,high,1,188.273053603534,0.0,3.0,6.0,0.0,1409283.0
2668,2014-09-28,18.5,7,4,2,high,1,97.3262195437161,0.0,4.0,6.0,0.0,1409284.0
2669,2014-09-28,18.5,7,4,2,high,1,259.829447609604,0.0,5.0,6.0,0.0,1409285.0
2670,2014-09-29,18.125,6,6,42,medium,2,146.640779180328,0.0,1.0,0.0,0.0,1409291.0
2671,2014-09-29,18.125,6,6,42,medium,2,383.189548824255,0.0,2.0,0.0,0.0,1409292.0
2672,2014-09-29,18.125,6,6,42,medium,2,159.611110099364,0.0,3.0,0.0,0.0,1409293.0
2673,2014-09-29,18.125,6,6,42,medium,2,56.6829857088611,0.0,4.0,0.0,0.0,1409294.0
2674,2014-09-29,18.125,6,6,42,medium,2,299.916302228623,0.0,5.0,0.0,0.0,1409295.0
2675,2014-09-30,16.5,5,7,61,high,3,125.317010604255,0.0,1.0,1.0,0.0,1409301.0
2676,2014-09-30,16.5,5,7,61,high,3,419.295409384144,0.0,2.0,1.0,0.0,1409302.0
2677,2014-09-30,16.5,5,7,61,high,3,171.708864102195,0.0,3.0,1.0,0.0,1409303.0
2678,2014-09-30,16.5,5,7,61,high,3,83.5718858944338,0.0,4.0,1.0,0.0,1409304.0
2679,2014-09-30,16.5,5,7,61,high,3,297.20876579818,0.0,5.0,1.0,0.0,1409305.0
2680,2014-10-01,17.75,6,6,10,high,2,159.473253138624,0.0,1.0,2.0,0.0,1410011.0
2681,2014-10-01,17.75,6,6,10,high,2,416.001423907184,0.0,2.0,2.0,0.0,1410012.0
2682,2014-10-01,17.75,6,6,10,high,2,150.620021574618,0.0,3.0,2.0,0.0,1410013.0
2683,2014-10-01,17.75,6,6,10,high,2,73.4335227011685,0.0,4.0,2.0,0.0,1410014.0
2684,2014-10-01,17.75,6,6,10,high,2,290.758945021528,0.0,5.0,2.0,0.0,1410015.0
2685,2014-10-02,18.0,6,6,42,high,2,183.411275500045,0.0,1.0,3.0,0.0,1410021.0
2686,2014-10-02,18.0,6,6,42,high,2,441.737318758307,0.0,2.0,3.0,0.0,1410022.0
2687,2014-10-02,18.0,6,6,42,high,2,164.42041516337,0.0,3.0,3.0,0.0,1410023.0
2688,2014-10-02,18.0,6,6,42,high,2,121.311910293281,0.0,4.0,3.0,0.0,1410024.0
2689,2014-10-02,18.0,6,6,42,high,2,330.469152570208,0.0,5.0,3.0,0.0,1410025.0
2690,2014-10-03,20.0,6,3,10,high,2,62.591191559266,0.0,1.0,4.0,1.0,1410031.0
2691,2014-10-03,20.0,6,3,10,high,2,707.739671966281,0.0,2.0,4.0,1.0,1410032.0
